Counter,mX[GeV],mA[GeV],Epsilon,Capture[s-1],Annihilation[s-1],GammaAnn[s-1],IceCubeSignal,LiveTime[s],SommerfeldFile,BranchingRatioFile,Resolution,Kappa0[GeV5]
372, ,0.010353218432956621,1.53436840893001e-06,None,None,None,None, , , , , 
373, ,0.010353218432956621,1.644676177994663e-06,None,None,None,None, , , , , 
374, ,0.010353218432956621,1.762914118095948e-06,None,None,None,None, , , , , 
375, ,0.010353218432956621,1.8896523396912082e-06,None,None,None,None, , , , , 
376, ,0.010353218432956621,2.0255019392306664e-06,None,None,None,None, , , , , 
377, ,0.010353218432956621,2.171117945694501e-06,None,None,None,None, , , , , 
378, ,0.010353218432956621,2.3272024789604077e-06,None,None,None,None, , , , , 
379, ,0.010353218432956621,2.494508135230317e-06,None,None,None,None, , , , , 
380, ,0.010353218432956621,2.673841615839944e-06,None,None,None,None, , , , , 
381, ,0.010353218432956621,2.8660676169482507e-06,None,None,None,None, , , , , 
382, ,0.010353218432956621,3.0721129988617532e-06,None,None,None,None, , , , , 
383, ,0.010353218432956621,3.292971255097148e-06,None,None,None,None, , , , , 
384, ,0.010353218432956621,3.5297073027306505e-06,None,None,None,None, , , , , 
385, ,0.010353218432956621,3.783462617131925e-06,None,None,None,None, , , , , 
386, ,0.010353218432956621,4.0554607358408275e-06,None,None,None,None, , , , , 
387, ,0.010353218432956621,4.3470131581250175e-06,None,None,None,None, , , , , 
388, ,0.010353218432956621,4.6595256686646765e-06,None,None,None,None, , , , , 
389, ,0.010353218432956621,4.99450511585514e-06,None,None,None,None, , , , , 
390, ,0.010353218432956621,5.353566677410719e-06,None,None,None,None, , , , , 
391, ,0.010353218432956621,5.738441648302393e-06,None,None,None,None, , , , , 
392, ,0.010353218432956621,6.150985788580505e-06,None,None,None,None, , , , , 
393, ,0.010353218432956621,6.593188271333541e-06,None,None,None,None, , , , , 
394, ,0.010353218432956621,7.067181273927492e-06,None,None,None,None, , , , , 
395, ,0.010353218432956621,7.575250258771904e-06,None,None,None,None, , , , , 
396, ,0.010353218432956621,8.119844993184007e-06,None,None,None,None, , , , , 
397, ,0.010353218432956621,8.703591361485167e-06,None,None,None,None, , , , , 
398, ,0.010353218432956621,9.329304026284676e-06,None,None,None,None, , , , , 
399, ,0.010353218432956621,1e-05,None,None,None,None, , , , , 
400, ,0.010718913192051276,1.0000000000000001e-11,None,None,None,None, , , , , 
401, ,0.010718913192051276,1.0718913192051263e-11,None,None,None,None, , , , , 
402, ,0.010718913192051276,1.1489510001873107e-11,None,None,None,None, , , , , 
403, ,0.010718913192051276,1.2315506032928262e-11,None,None,None,None, , , , , 
404, ,0.010718913192051276,1.3200884008314167e-11,None,None,None,None, , , , , 
405, ,0.010718913192051276,1.4149912974345786e-11,None,None,None,None, , , , , 
406, ,0.010718913192051276,1.5167168884709242e-11,None,None,None,None, , , , , 
407, ,0.010718913192051276,1.6257556664437934e-11,None,None,None,None, , , , , 
408, ,0.010718913192051276,1.7426333860096473e-11,None,None,None,None, , , , , 
409, ,0.010718913192051276,1.8679135990207848e-11,None,None,None,None, , , , , 
410, ,0.010718913192051276,2.0022003718155844e-11,None,None,None,None, , , , , 
411, ,0.010718913192051276,2.1461411978584013e-11,None,None,None,None, , , , , 
412, ,0.010718913192051276,2.300430119772921e-11,None,None,None,None, , , , , 
413, ,0.010718913192051276,2.465811075822604e-11,None,None,None,None, , , , , 
414, ,0.010718913192051276,2.643081486974103e-11,None,None,None,None, , , , , 
415, ,0.010718913192051276,2.833096101839318e-11,None,None,None,None, , , , , 
416, ,0.010718913192051276,3.036771118035461e-11,None,None,None,None, , , , , 
417, ,0.010718913192051276,3.255088599835057e-11,None,None,None,None, , , , , 
418, ,0.010718913192051276,3.4891012134067674e-11,None,None,None,None, , , , , 
419, ,0.010718913192051276,3.739937302478801e-11,None,None,None,None, , , , , 
420, ,0.010718913192051276,4.0088063288984646e-11,None,None,None,None, , , , , 
421, ,0.010718913192051276,4.297004704320835e-11,None,None,None,None, , , , , 
422, ,0.010718913192051276,4.605922041145113e-11,None,None,None,None, , , , , 
423, ,0.010718913192051276,4.937047852839004e-11,None,None,None,None, , , , , 
424, ,0.010718913192051276,5.2919787359584366e-11,None,None,None,None, , , , , 
425, ,0.010718913192051276,5.672426068491989e-11,None,None,None,None, , , , , 
426, ,0.010718913192051276,6.080224261649427e-11,None,None,None,None, , , , , 
427, ,0.010718913192051276,6.517339604882421e-11,None,None,None,None, , , , , 
428, ,0.010718913192051276,6.985879746785235e-11,None,None,None,None, , , , , 
429, ,0.010718913192051276,7.48810385759003e-11,None,None,None,None, , , , , 
430, ,0.010718913192051276,8.026433522257174e-11,None,None,None,None, , , , , 
431, ,0.010718913192051276,8.603464416684492e-11,None,None,None,None, , , , , 
432, ,0.010718913192051276,9.221978823334341e-11,None,None,None,None, , , , , 
433, ,0.010718913192051276,9.884959046625586e-11,None,None,None,None, , , , , 
434, ,0.010718913192051276,1.0595601792776149e-10,None,None,None,None, , , , , 
435, ,0.010718913192051276,1.1357333583431027e-10,None,None,None,None, , , , , 
436, ,0.010718913192051276,1.217382727739662e-10,None,None,None,None, , , , , 
437, ,0.010718913192051276,1.3049019780144016e-10,None,None,None,None, , , , , 
438, ,0.010718913192051276,1.398713102647236e-10,None,None,None,None, , , , , 
439, ,0.010718913192051276,1.4992684327860468e-10,None,None,None,None, , , , , 
440, ,0.010718913192051276,1.6070528182616384e-10,None,None,None,None, , , , , 
441, ,0.010718913192051276,1.722585965398784e-10,None,None,None,None, , , , , 
442, ,0.010718913192051276,1.8464249428955463e-10,None,None,None,None, , , , , 
443, ,0.010718913192051276,1.979166867853557e-10,None,None,None,None, , , , , 
444, ,0.010718913192051276,2.121451784910628e-10,None,None,None,None, , , , , 
445, ,0.010718913192051276,2.273965752357932e-10,None,None,None,None, , , , , 
446, ,0.010718913192051276,2.4374441501222216e-10,None,None,None,None, , , , , 
447, ,0.010718913192051276,2.6126752255633265e-10,None,None,None,None, , , , , 
448, ,0.010718913192051276,2.8005038941836253e-10,None,None,None,None, , , , , 
449, ,0.010718913192051276,3.0018358135755917e-10,None,None,None,None, , , , , 
450, ,0.010718913192051276,3.2176417502507347e-10,None,None,None,None, , , , , 
451, ,0.010718913192051276,3.4489622604057533e-10,None,None,None,None, , , , , 
452, ,0.010718913192051276,3.696912707195032e-10,None,None,None,None, , , , , 
453, ,0.010718913192051276,3.9626886387014783e-10,None,None,None,None, , , , , 
454, ,0.010718913192051276,4.2475715525368935e-10,None,None,None,None, , , , , 
455, ,0.010718913192051276,4.552935074866938e-10,None,None,None,None, , , , , 
456, ,0.010718913192051276,4.880251583654433e-10,None,None,None,None, , , , , 
457, ,0.010718913192051276,5.231099308056258e-10,None,None,None,None, , , , , 
458, ,0.010718913192051276,5.60716993820547e-10,None,None,None,None, , , , , 
459, ,0.010718913192051276,6.010276782070387e-10,None,None,None,None, , , , , 
460, ,0.010718913192051276,6.442363508721371e-10,None,None,None,None, , , , , 
461, ,0.010718913192051276,6.905513520162316e-10,None,None,None,None, , , , , 
462, ,0.010718913192051276,7.401959996915653e-10,None,None,None,None, , , , , 
463, ,0.010718913192051276,7.934096665797492e-10,None,None,None,None, , , , , 
464, ,0.010718913192051276,8.504489341802668e-10,None,None,None,None, , , , , 
465, ,0.010718913192051276,9.115888299750837e-10,None,None,None,None, , , , , 
466, ,0.010718913192051276,9.771241535346502e-10,None,None,None,None, , , , , 
467, ,0.010718913192051276,1.0473708979594486e-09,None,None,None,None, , , , , 
468, ,0.010718913192051276,1.1226677735108114e-09,None,None,None,None, , , , , 
469, ,0.010718913192051276,1.2033778407775904e-09,None,None,None,None, , , , , 
470, ,0.010718913192051276,1.289890261253308e-09,None,None,None,None, , , , , 
471, ,0.010718913192051276,1.3826221737646535e-09,None,None,None,None, , , , , 
472, ,0.010718913192051276,1.4820207057988602e-09,None,None,None,None, , , , , 
473, ,0.010718913192051276,1.5885651294280526e-09,None,None,None,None, , , , , 
474, ,0.010718913192051276,1.702769172225898e-09,None,None,None,None, , , , , 
475, ,0.010718913192051276,1.825183494319039e-09,None,None,None,None, , , , , 
476, ,0.010718913192051276,1.956398343517065e-09,None,None,None,None, , , , , 
477, ,0.010718913192051276,2.0970464013232305e-09,None,None,None,None, , , , , 
478, ,0.010718913192051276,2.2478058335487303e-09,None,None,None,None, , , , , 
479, ,0.010718913192051276,2.409403560239527e-09,None,None,None,None, , , , , 
480, ,0.010718913192051276,2.582618760682675e-09,None,None,None,None, , , , , 
481, ,0.010718913192051276,2.768286630392061e-09,None,None,None,None, , , , , 
482, ,0.010718913192051276,2.9673024081888724e-09,None,None,None,None, , , , , 
483, ,0.010718913192051276,3.180625692794119e-09,None,None,None,None, , , , , 
484, ,0.010718913192051276,3.409285069746807e-09,None,None,None,None, , , , , 
485, ,0.010718913192051276,3.654383070957262e-09,None,None,None,None, , , , , 
486, ,0.010718913192051276,3.917101490809261e-09,None,None,None,None, , , , , 
487, ,0.010718913192051276,4.198707084443906e-09,None,None,None,None, , , , , 
488, ,0.010718913192051276,4.500557675700488e-09,None,None,None,None, , , , , 
489, ,0.010718913192051276,4.824108704165374e-09,None,None,None,None, , , , , 
490, ,0.010718913192051276,5.170920242896755e-09,None,None,None,None, , , , , 
491, ,0.010718913192051276,5.542664520663096e-09,None,None,None,None, , , , , 
492, ,0.010718913192051276,5.941133984965041e-09,None,None,None,None, , , , , 
493, ,0.010718913192051276,6.3682499447185856e-09,None,None,None,None, , , , , 
494, ,0.010718913192051276,6.826071834272379e-09,None,None,None,None, , , , , 
495, ,0.010718913192051276,7.3168071434271765e-09,None,None,None,None, , , , , 
496, ,0.010718913192051276,7.842822061337681e-09,None,None,None,None, , , , , 
497, ,0.010718913192051276,8.406652885618316e-09,None,None,None,None, , , , , 
498, ,0.010718913192051276,9.011018251665036e-09,None,None,None,None, , , , , 
499, ,0.010718913192051276,9.658832241158707e-09,None,None,None,None, , , , , 
500, ,0.010718913192051276,1.0353218432956616e-08,None,None,None,None, , , , , 
501, ,0.010718913192051276,1.1097524964120722e-08,None,None,None,None, , , , , 
502, ,0.010718913192051276,1.1895340673703208e-08,None,None,None,None, , , , , 
503, ,0.010718913192051276,1.2750512407130128e-08,None,None,None,None, , , , , 
504, ,0.010718913192051276,1.3667163564620044e-08,None,None,None,None, , , , , 
505, ,0.010718913192051276,1.4649713983072851e-08,None,None,None,None, , , , , 
506, ,0.010718913192051276,1.5702901247293774e-08,None,None,None,None, , , , , 
507, ,0.010718913192051276,1.683180353330955e-08,None,None,None,None, , , , , 
508, ,0.010718913192051276,1.804186409392072e-08,None,None,None,None, , , , , 
509, ,0.010718913192051276,1.933891750455232e-08,None,None,None,None, , , , , 
510, ,0.010718913192051276,2.0729217795953697e-08,None,None,None,None, , , , , 
511, ,0.010718913192051276,2.221946860939524e-08,None,None,None,None, , , , , 
512, ,0.010718913192051276,2.3816855519761606e-08,None,None,None,None, , , , , 
513, ,0.010718913192051276,2.5529080682395162e-08,None,None,None,None, , , , , 
514, ,0.010718913192051276,2.7364399970746666e-08,None,None,None,None, , , , , 
515, ,0.010718913192051276,2.933166278390042e-08,None,None,None,None, , , , , 
516, ,0.010718913192051276,3.1440354715915e-08,None,None,None,None, , , , , 
517, ,0.010718913192051276,3.370064329271925e-08,None,None,None,None, , , , , 
518, ,0.010718913192051276,3.612342699709431e-08,None,None,None,None, , , , , 
519, ,0.010718913192051276,3.8720387818125565e-08,None,None,None,None, , , , , 
520, ,0.010718913192051276,4.1504047578504727e-08,None,None,None,None, , , , , 
521, ,0.010718913192051276,4.448782831127585e-08,None,None,None,None, , , , , 
522, ,0.010718913192051276,4.768611697714474e-08,None,None,None,None, , , , , 
523, ,0.010718913192051276,5.111433483440165e-08,None,None,None,None, , , , , 
524, ,0.010718913192051276,5.478901179593934e-08,None,None,None,None, , , , , 
525, ,0.010718913192051276,5.872786613189478e-08,None,None,None,None, , , , , 
526, ,0.010718913192051276,6.294988990221888e-08,None,None,None,None, , , , , 
527, ,0.010718913192051276,6.747544053110687e-08,None,None,None,None, , , , , 
528, ,0.010718913192051276,7.232633896483534e-08,None,None,None,None, , , , , 
529, ,0.010718913192051276,7.752597488629465e-08,None,None,None,None, , , , , 
530, ,0.010718913192051276,8.309941949353386e-08,None,None,None,None, , , , , 
531, ,0.010718913192051276,8.907354638610439e-08,None,None,None,None, , , , , 
532, ,0.010718913192051276,9.547716114208066e-08,None,None,None,None, , , , , 
533, ,0.010718913192051276,1.0234114021054528e-07,None,None,None,None, , , , , 
534, ,0.010718913192051276,1.0969857978923841e-07,None,None,None,None, , , , , 
535, ,0.010718913192051276,1.1758495540521555e-07,None,None,None,None, , , , , 
536, ,0.010718913192051276,1.2603829296797277e-07,None,None,None,None, , , , , 
537, ,0.010718913192051276,1.350993521198025e-07,None,None,None,None, , , , , 
538, ,0.010718913192051276,1.4481182276745328e-07,None,None,None,None, , , , , 
539, ,0.010718913192051276,1.552225357427048e-07,None,None,None,None, , , , , 
540, ,0.010718913192051276,1.6638168860761273e-07,None,None,None,None, , , , , 
541, ,0.010718913192051276,1.7834308769319093e-07,None,None,None,None, , , , , 
542, ,0.010718913192051276,1.9116440753857e-07,None,None,None,None, , , , , 
543, ,0.010718913192051276,2.049074689815846e-07,None,None,None,None, , , , , 
544, ,0.010718913192051276,2.1963853724165468e-07,None,None,None,None, , , , , 
545, ,0.010718913192051276,2.3542864143224158e-07,None,None,None,None, , , , , 
546, ,0.010718913192051276,2.523539170434766e-07,None,None,None,None, , , , , 
547, ,0.010718913192051276,2.7049597304631316e-07,None,None,None,None, , , , , 
548, ,0.010718913192051276,2.899422853882875e-07,None,None,None,None, , , , , 
549, ,0.010718913192051276,3.107866187782014e-07,None,None,None,None, , , , , 
550, ,0.010718913192051276,3.33129478793467e-07,None,None,None,None, , , , , 
551, ,0.010718913192051276,3.5707859649004626e-07,None,None,None,None, , , , , 
552, ,0.010718913192051276,3.827494478516307e-07,None,None,None,None, , , , , 
553, ,0.010718913192051276,4.1026581058271904e-07,None,None,None,None, , , , , 
554, ,0.010718913192051276,4.397603609302722e-07,None,None,None,None, , , , , 
555, ,0.010718913192051276,4.7137531341167185e-07,None,None,None,None, , , , , 
556, ,0.010718913192051276,5.052631065335679e-07,None,None,None,None, , , , , 
557, ,0.010718913192051276,5.415871378079465e-07,None,None,None,None, , , , , 
558, ,0.010718913192051276,5.805225516094896e-07,None,None,None,None, , , , , 
559, ,0.010718913192051276,6.222570836730232e-07,None,None,None,None, , , , , 
560, ,0.010718913192051276,6.669919663030115e-07,None,None,None,None, , , , , 
561, ,0.010718913192051276,7.149428986597576e-07,None,None,None,None, , , , , 
562, ,0.010718913192051276,7.663410868007445e-07,None,None,None,None, , , , , 
563, ,0.010718913192051276,8.214343584919422e-07,None,None,None,None, , , , , 
564, ,0.010718913192051276,8.804883581643463e-07,None,None,None,None, , , , , 
565, ,0.010718913192051276,9.437878277775371e-07,None,None,None,None, , , , , 
566, ,0.010718913192051276,1.0116379797662072e-06,None,None,None,None, , , , , 
567, ,0.010718913192051276,1.0843659686896086e-06,None,None,None,None, , , , , 
568, ,0.010718913192051276,1.162322468679852e-06,None,None,None,None, , , , , 
569, ,0.010718913192051276,1.245883364295008e-06,None,None,None,None, , , , , 
570, ,0.010718913192051276,1.3354515629298971e-06,None,None,None,None, , , , , 
571, ,0.010718913192051276,1.4314589375234786e-06,None,None,None,None, , , , , 
572, ,0.010718913192051276,1.53436840893001e-06,None,None,None,None, , , , , 
573, ,0.010718913192051276,1.644676177994663e-06,None,None,None,None, , , , , 
574, ,0.010718913192051276,1.762914118095948e-06,None,None,None,None, , , , , 
575, ,0.010718913192051276,1.8896523396912082e-06,None,None,None,None, , , , , 
576, ,0.010718913192051276,2.0255019392306664e-06,None,None,None,None, , , , , 
577, ,0.010718913192051276,2.171117945694501e-06,None,None,None,None, , , , , 
578, ,0.010718913192051276,2.3272024789604077e-06,None,None,None,None, , , , , 
579, ,0.010718913192051276,2.494508135230317e-06,None,None,None,None, , , , , 
580, ,0.010718913192051276,2.673841615839944e-06,None,None,None,None, , , , , 
581, ,0.010718913192051276,2.8660676169482507e-06,None,None,None,None, , , , , 
582, ,0.010718913192051276,3.0721129988617532e-06,None,None,None,None, , , , , 
583, ,0.010718913192051276,3.292971255097148e-06,None,None,None,None, , , , , 
584, ,0.010718913192051276,3.5297073027306505e-06,None,None,None,None, , , , , 
585, ,0.010718913192051276,3.783462617131925e-06,None,None,None,None, , , , , 
586, ,0.010718913192051276,4.0554607358408275e-06,None,None,None,None, , , , , 
587, ,0.010718913192051276,4.3470131581250175e-06,None,None,None,None, , , , , 
588, ,0.010718913192051276,4.6595256686646765e-06,None,None,None,None, , , , , 
589, ,0.010718913192051276,4.99450511585514e-06,None,None,None,None, , , , , 
590, ,0.010718913192051276,5.353566677410719e-06,None,None,None,None, , , , , 
591, ,0.010718913192051276,5.738441648302393e-06,None,None,None,None, , , , , 
592, ,0.010718913192051276,6.150985788580505e-06,None,None,None,None, , , , , 
593, ,0.010718913192051276,6.593188271333541e-06,None,None,None,None, , , , , 
594, ,0.010718913192051276,7.067181273927492e-06,None,None,None,None, , , , , 
595, ,0.010718913192051276,7.575250258771904e-06,None,None,None,None, , , , , 
596, ,0.010718913192051276,8.119844993184007e-06,None,None,None,None, , , , , 
597, ,0.010718913192051276,8.703591361485167e-06,None,None,None,None, , , , , 
598, ,0.010718913192051276,9.329304026284676e-06,None,None,None,None, , , , , 
599, ,0.010718913192051276,1e-05,None,None,None,None, , , , , 
600, ,0.011097524964120722,1.0000000000000001e-11,None,None,None,None, , , , , 
601, ,0.011097524964120722,1.0718913192051263e-11,None,None,None,None, , , , , 
602, ,0.011097524964120722,1.1489510001873107e-11,None,None,None,None, , , , , 
603, ,0.011097524964120722,1.2315506032928262e-11,None,None,None,None, , , , , 
604, ,0.011097524964120722,1.3200884008314167e-11,None,None,None,None, , , , , 
605, ,0.011097524964120722,1.4149912974345786e-11,None,None,None,None, , , , , 
606, ,0.011097524964120722,1.5167168884709242e-11,None,None,None,None, , , , , 
